search URL:,https://patents.google.com/?q=TAC%253d%28%28%E2%80%9Ccarbon+capture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Acapture%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Atrap%2A%E2%80%9D+OR+%E2%80%9CCO2+capture%E2%80%9D+OR+%E2%80%9Ccarbon%2Aseparat%2A%E2%80%9D+OR+%E2%80%9CCO2+separat%2A%E2%80%9D+OR+%E2%80%9Ccaptur%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccaptur%2A+CO2%E2%80%9D+OR+%E2%80%9Cseparat%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cabsorb%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccompress%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Ccarbon%2Aabsor%2A%E2%80%9D+OR+%E2%80%9CCO2+absor%2A%E2%80%9D+OR+%E2%80%9Ccarbon%2Acompress%2A%E2%80%9D+OR+%E2%80%9CCO2+compress%2A%E2%80%9D+OR+%28%28%E2%80%9Csolvent+regenerat%2A%E2%80%9D+OR+%E2%80%9Csolvent+recover%2A%E2%80%9D%29+AND+%E2%80%9Ccarbon%E2%80%9D%29%29+%28%E2%80%9Ccarbon+storage%E2%80%9D+OR+%E2%80%9Ccarbon+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Astorage%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Asequest%2A%E2%80%9D+OR+%E2%80%9CCO2+storage%E2%80%9D+OR+%E2%80%9CCO2+sequest%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2A+utilis%2A%E2%80%9D+OR+%E2%80%9CCO2+utiliz%2A%E2%80%9D+OR+%E2%80%9CCO2+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarboniz%2A+utiliz%2A%E2%80%9D+OR+%E2%80%9Ccarbonis%2A+utilis%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%E2%80%9Ccarbon+dioxide%2Ainject%2A%E2%80%9D+OR+%28%28%E2%80%9Cleakage%E2%80%9D+OR+%E2%80%9Cmonitor%2A%22%29+AND+%28%22carbon+dioxide%E2%80%9D%29+AND+%28%22storage%22+OR+%22sequest%2A%22%29%29+OR+%E2%80%9Csequest%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cinject%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutiliz%2A+carbon+dioxide%E2%80%9D+OR+%E2%80%9Cutilis%2A+carbon+dioxide%E2%80%9D%29%29&before=priority:20230731&after=priority:20130101&type=PATENT&language=ENGLISH
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
CN-106824267-A,A kind of Suzuki coupling reactions palladium-carbon catalyst and preparation method thereof ,"江西省汉氏贵金属有限公司, 上海第二工业大学","王临才, 郁丰善, 何治鸿, 相亚波, 李永敏, 赵栋云, 叶建宏, 程龙",2017-01-25,2017-01-25,2017-06-13,,https://patents.google.com/patent/CN106824267A/en,
CN-104418301-A,Method for preparing hydrogen and nutrient liquid from municipal solid waste and agricultural wastes ,上海杲晟实业有限公司,郑继华,2013-09-09,2013-09-09,2015-03-18,,https://patents.google.com/patent/CN104418301A/en,
CN-106861236-A,A kind of method of utilization hypercrosslinked polymeric resin adsorbing separation pentanediamine ,南京工业大学,"应汉杰, 姜康康, 吴菁岚, 杨朋朋, 陈可泉, 陈勇, 朱晨杰, 柳东",2017-02-27,2017-02-27,2017-06-20,,https://patents.google.com/patent/CN106861236A/en,
AU-2021235880-A1,Process and system for greenhouse gas capture and sequestration ,"Carbon Geocycle, Inc.","Wade A. BARD, John Pope",2020-03-09,2021-03-08,2022-11-03,,https://patents.google.com/patent/AU2021235880A1/en,
CN-109096220-B,"2-carbonyl-5-aryl-1, 3, 4-oxadiazole steric hindrance type luminescent material and preparation method thereof ",信阳师范学院,"赵祥华, 李莉, 王竞园, 邹国栋, 张佳佳, 王莉敏",2018-09-12,2018-09-12,2020-08-28,2020-08-28,https://patents.google.com/patent/CN109096220B/en,https://patentimages.storage.googleapis.com/3a/60/16/19ee1c0a7d9c33/HDA0001797625860000011.png
CN-104402733-A,Low-carbon straight-chain primary amine ionic liquid used for absorbing SO2 and preparation method and application thereof ,河北科技大学,"王建英, 刘超, 胡永琪, 张向京, 刘玉敏, 赵风云",2014-09-30,2014-09-30,2015-03-11,,https://patents.google.com/patent/CN104402733A/en,
CN-103253637-A,Method for producing sulfuric acid and calcium oxide by utilizing gypsum ,刘立文,"刘立文, 刘珍如, 宁爱民, 宁勇, 宁江天, 刘勇, 鲁纪鸣",2013-06-04,2013-06-04,2013-08-21,,https://patents.google.com/patent/CN103253637A/en,
CN-106831297-A,A kind of synthesis gas directly alkene processed oil-phase product separate processing method and system ,中国科学院上海高等研究院,"孙予罕, 汪丹峰, 唐志永, 钟良枢",2017-02-24,2017-02-24,2017-06-13,,https://patents.google.com/patent/CN106831297A/en,
CN-104045073-B,A kind of utilization reclaims the method that phosphate prepares condensed phosphoric acid saline solution ,广东肇庆星湖生物科技股份有限公司,"任洪发, 鲁立, 郑明英, 林晓, 杨燕, 伍中活, 黄桂基, 黄文鸿, 胡俊明, 张宏霞, 李嫦, 李嘉承",2014-06-19,2014-06-19,2016-10-26,2016-10-26,https://patents.google.com/patent/CN104045073B/en,
US-2017187054-A1,Flowing electrolyte fuel cell with improved performance and stability ,Palo Alto Research Center Incorporated,"Divyaraj DESAI, Vedasri VEDHARATHINAM, Martin Joseph Sheridan, Ashish V. Pattekar, Craig Eldershaw, Rajesh Kumar Padmarajan, Gabriel Iftime",2015-12-28,2015-12-28,2017-06-29,,https://patents.google.com/patent/US20170187054A1/en,https://patentimages.storage.googleapis.com/ea/33/a1/74767b1e2b047d/US20170187054A1-20170629-D00000.png
CN-106189751-A,Utilize and reclaim oils and fats and the method for the terylene material steel structure aqueous alcohol acid antirust paint of making ,成都拜迪新材料有限公司,"江拥, 任明华, 杨飞",2016-07-19,2016-07-19,2016-12-07,,https://patents.google.com/patent/CN106189751A/en,
CN-103145165-A,Method for carbonation decomposition with clinker kiln tail gas ,"东北大学, 大唐国际发电股份有限公司高铝煤炭资源开发利用研发中心","闫绍勇, 张先奇",2013-01-08,2013-01-08,2013-06-12,,https://patents.google.com/patent/CN103145165A/en,
CN-103193855-A,Preparation method of cherokee rose fruit saponin monomer ,沈阳化工大学,"吴志宇, 牟晓锟, 刘学贵, 高品一, 张振学",2013-04-02,2013-04-02,2013-07-10,,https://patents.google.com/patent/CN103193855A/en,https://patentimages.storage.googleapis.com/bd/85/6d/a06317b26ddbb3/130401145940.png
JP-2014201538-A,Production method of pyrrole carboxylic acids ,"国立大学法人 東京大学, Univ Of Tokyo, 国立大学法人  東京大学, 新日鐵住金株式会社, Nippon Steel & Sumitomo Metal","小林　修, Osamu Kobayashi, 修 小林, ウージン ユー, Woo-Jin Yoo, ウージン ユー, 藤本　健一郎, Kenichiro Fujimoto, 健一郎 藤本, 典之 山根, Noriyuki Yamane, 典之 山根",2013-04-03,2013-04-03,2014-10-27,,https://patents.google.com/patent/JP2014201538A/en,
CN-103196136-A,Method and device for gradient utilization of oxygen-enriched combustion heat ,东南大学,"段伦博, 韩冬, 段钰锋, 向文国",2013-04-27,2013-04-27,2013-07-10,,https://patents.google.com/patent/CN103196136A/en,https://patentimages.storage.googleapis.com/4b/bf/30/5dc70e93018e95/HDA00003118092100011.png
CN-104056527-A,Nitrogen desorption device ,扬州市恒通环保科技有限公司,陆誉文,2013-03-22,2013-03-22,2014-09-24,,https://patents.google.com/patent/CN104056527A/en,
CN-104771927-A,Volatile organic mixed solvent/gas recovery device ,湖北吴城环保科技有限公司,"邓建军, 刘道其, 薛枫, 涂传利, 李道顺, 李向红, 陈航",2015-03-23,2015-03-23,2015-07-15,,https://patents.google.com/patent/CN104771927A/en,
CN-103738920-A,Process for low-temperature production of hydrogen from coke oven gas by utilizing LNG cold energy ,江苏中核华纬工程设计研究有限公司,"商凡, 刘维佳, 张岗, 向丽娜, 张立刚, 徐晓明, 乔风笙, 吴元玲, 贺平, 徐枫, 沈建锋, 杜向前",2013-10-21,2013-10-21,2014-04-23,,https://patents.google.com/patent/CN103738920A/en,https://patentimages.storage.googleapis.com/09/84/37/706d060b9c7d20/131021090027.png
CN-109371326-B,anti-H2S/CO2Corroded low-alloy steel material and preparation method and application thereof ,江苏科技大学,"刘珍光, 顾子豪, 王俭辛, 王宇鑫",2018-12-05,2018-12-05,2021-06-08,2021-06-08,https://patents.google.com/patent/CN109371326B/en,https://patentimages.storage.googleapis.com/92/5e/bf/f875860cd50d0c/HDA0001892693050000011.png
CN-107244756-A,A kind of post-processing approach of phenylenediamine hydrolyzate ,青岛科技大学,"丁军委, 于文龙, 刘福胜, 李明",2017-06-06,2017-06-06,2017-10-13,,https://patents.google.com/patent/CN107244756A/en,
WO-2014131700-A1,Method for utilization of by-products from gasification plants ,Thyssenkrupp Industrial Solutions Gmbh,"Ralf Abraham, Domenico Pavone, Simon Boris Hafner, Dobrin Toporov",2013-02-27,2014-02-21,2014-09-04,,https://patents.google.com/patent/WO2014131700A1/en,
CN-104234787-A,Automobile tail gas purifier ,江阴华音陶瓷机电科技有限公司,华国金,2014-09-03,2014-09-03,2014-12-24,,https://patents.google.com/patent/CN104234787A/en,
CN-104649455-A,Method for recycling ethyl acetate applied to determination of root activity by virtue of TTC method ,内蒙古民族大学,"张玉霞, 沈祥军, 杜晓艳, 贾俊英, 范秀艳",2015-03-17,2015-03-17,2015-05-27,,https://patents.google.com/patent/CN104649455A/en,
CN-203258637-U,Device for gradient utilization of oxygen-enriched combustion unit heat ,东南大学,"段伦博, 韩冬, 段钰锋, 向文国",2013-04-27,2013-04-27,2013-10-30,2013-10-30,https://patents.google.com/patent/CN203258637U/en,https://patentimages.storage.googleapis.com/cd/09/db/a472ecc1ec580a/HDA00003118908200011.png
CN-104211739-B,A kind of process for purification of tylosin ,郑州后羿制药有限公司,"张听盼, 李建正, 陈建晖",2013-09-29,2013-09-29,2016-04-20,2016-04-20,https://patents.google.com/patent/CN104211739B/en,
CN-203196510-U,Nitrogen desorption device ,扬州市恒通环保科技有限公司,陆誉文,2013-03-22,2013-03-22,2013-09-18,2013-09-18,https://patents.google.com/patent/CN203196510U/en,
CN-203258644-U,Device for gradient utilization of oxygen-enriched combustion heat ,东南大学,"段伦博, 韩冬, 段钰锋, 向文国",2013-04-27,2013-04-27,2013-10-30,2013-10-30,https://patents.google.com/patent/CN203258644U/en,
CN-103196130-B,Method and device for gradient utilization of heat of oxygen-enriched combustion unit ,东南大学,"段伦博, 韩冬, 段钰锋, 向文国",2013-04-27,2013-04-27,2015-04-08,2015-04-08,https://patents.google.com/patent/CN103196130B/en,
CN-107751734-A,A kind of preparation technology of highland barley health care product ,西藏农牧学院,"李梁, 刘振东, 薛蓓, 岳筱, 熊鑫, 姚丽萍",2017-10-19,2017-10-19,2018-03-06,,https://patents.google.com/patent/CN107751734A/en,
CN-107915343-A,A kind of technique waste water treatment process in pyrazolone series of products production process ,"南通醋酸化工股份有限公司, 南通立洋化学有限公司","庆九, 俞新南, 薛金全, 刘芳, 朱小刚, 张锦凤, 朱爱华, 石春明",2017-10-31,2017-10-31,2018-04-17,,https://patents.google.com/patent/CN107915343A/en,
JP-2021503516-A,"New polymers, their manufacturing methods and uses, especially for metal capture ","ユニベルシテ パリ−サクレーＵｎｉｖｅｒｓｉｔｅ Ｐａｒｉｓ−Ｓａｃｌａｙ, ユニベルシテ  パリ−サクレー","ロジェ，フィリップ、ジェラール, マーズ，モハマド, ヌスリ，ビラル, エルゼイン，タマラ, バロッカ，ナディーヌ, ルポワットヴァン，ベネディクト",2017-10-02,2017-10-02,2021-02-12,,https://patents.google.com/patent/JP2021503516A/en,
CN-107668509-A,A kind of production technology of highland barley health care product ,程沐阳,程沐阳,2017-10-19,2017-10-19,2018-02-09,,https://patents.google.com/patent/CN107668509A/en,
CN-107011950-B,Gas purification method for coal-based natural gas synthesis device ,惠生工程（中国）有限公司,"宫万福, 侯宁, 吕建宁, 闫兵海",2016-01-28,2016-01-28,2019-12-27,2019-12-27,https://patents.google.com/patent/CN107011950B/en,
CN-108999701-A,The half-closed pure oxygen burning electricity generation system of supercritical carbon dioxide based on fractional combustion ,上海齐耀动力技术有限公司,"虞翔宇, 赵德材, 刘惠民, 王林涛, 石朝胤, 宋忠尚, 秦政, 李文轩",2017-12-26,2017-12-26,2018-12-14,,https://patents.google.com/patent/CN108999701A/en,
CN-103255287-A,Process for extracting vanadium pentoxide from stone coal vanadium ores ,湖南省矿产测试利用研究所,"田宗平, 曹健, 周永兴, 邓圣为, 陈铮",2013-05-03,2013-05-03,2013-08-21,,https://patents.google.com/patent/CN103255287A/en,
CN-104069716-B,"Solvent for removing CO2 and sulfides in acidic airflow, and application thereof ",成都赛普瑞兴科技有限公司,张惊涛,2014-07-14,2014-07-14,2017-02-15,2017-02-15,https://patents.google.com/patent/CN104069716B/en,
CN-104193658-B,A kind of preparation method of TGA ,湖南立新环保科技发展有限公司,"李立新, 曹敬, 曹津",2014-08-21,2014-08-21,2016-12-07,2016-12-07,https://patents.google.com/patent/CN104193658B/en,
CN-108870802-A,A kind of near-zero release distributed energy resource system and its method ,重庆大学,"周永利, 谢尹, 张力元, 孔繁臣, 范啸宇, 李友荣, 孙宽, 王国强, 卞煜",2018-04-28,2018-04-28,2018-11-23,,https://patents.google.com/patent/CN108870802A/en,
CN-103586255-A,Method for treating carbonic acid method sugarhouse filter mud by using boiler flue gas ,华南理工大学,"于淑娟, 张平军, 扶雄, 黄凯, 胡彪",2013-10-23,2013-10-23,2014-02-19,,https://patents.google.com/patent/CN103586255A/en,
CN-108948181-A,A kind of preparation method of phospholipase A2 receptor protein ,睿诺医疗科技（上海）有限公司,"郁胜强, 麦靖邦",2018-07-05,2018-07-05,2018-12-07,,https://patents.google.com/patent/CN108948181A/en,
CN-204417430-U,The device of high temperature coke UTILIZATION OF VESIDUAL HEAT IN ,石家庄新华能源环保科技股份有限公司,贾会平,2015-01-10,2015-01-10,2015-06-24,2015-06-24,https://patents.google.com/patent/CN204417430U/en,
CN-104693945-A,Novel acrylic resin coating ,上海闵临机电科技有限公司,周志,2013-12-09,2013-12-09,2015-06-10,,https://patents.google.com/patent/CN104693945A/en,
CN-108918738-A,The pre-treating method and efficient liquid-phase chromatography method of alkannin content in a kind of measurement zicao soft plaster ,华南协同创新研究院,"周心慧, 程建华, 周健, 付尉芳, 张定宇, 张继勇",2018-08-28,2018-08-28,2018-11-30,,https://patents.google.com/patent/CN108918738A/en,
CN-109232239-A,A kind of extraction process of shikimic acid ,那坡康正天然植物提取有限责任公司,"黎永红, 陆华, 黎敏护",2018-09-30,2018-09-30,2019-01-18,,https://patents.google.com/patent/CN109232239A/en,
CN-109734753-A,A kind of extracting method of soyabean oligosaccharides ,安徽博悦生物科技有限公司,"王其初, 王其平, 梁彥, 贾虎",2018-11-27,2018-11-27,2019-05-10,,https://patents.google.com/patent/CN109734753A/en,
CN-103964478-A,Calcification-carbonization method for treating low-middle grade aluminiferous raw material and aluminum cycle ,东北大学,"张廷安, 吕国志, 张子木, 刘燕, 豆志河, 赵秋月",2014-04-30,2014-04-30,2014-08-06,,https://patents.google.com/patent/CN103964478A/en,
CN-111237785-A,"Waste gas treatment, combustion, preheating and utilization device for coating and drying furnace ",湖北中涂科技有限公司,周梦宏,2018-11-28,2018-11-28,2020-06-05,,https://patents.google.com/patent/CN111237785A/en,https://patentimages.storage.googleapis.com/e8/bd/79/29e67f2dde4b7c/HDA0001883893120000011.png
CN-204848529-U,Effluent treatment plant is made to printing ink ,天津安光油墨厂有限公司,马永利,2015-08-05,2015-08-05,2015-12-09,2015-12-09,https://patents.google.com/patent/CN204848529U/en,
CN-109704279-A,A kind of method and system of hydrocarbon conversion producing synthesis gas ,四川天一科技股份有限公司,"蹇守华, 周君, 罗橙, 段志广",2019-03-12,2019-03-12,2019-05-03,,https://patents.google.com/patent/CN109704279A/en,
CN-205042250-U,Carbon disulfide's recovery unit in xanthate production process ,陕西华光实业有限责任公司,"孙胜奇, 冯卫国, 宋江, 吴庆伟, 刘卫峰, 刘明亮, 张金磊, 任博",2015-09-30,2015-09-30,2016-02-24,2016-02-24,https://patents.google.com/patent/CN205042250U/en,
CN-110041647-A,A kind of high molecule plastic hollow plate preparation method ,佛山市仁享精密五金塑料制品有限公司,唐爱华,2019-04-18,2019-04-18,2019-07-23,,https://patents.google.com/patent/CN110041647A/en,
CN-104309235-A,Manufacturing method of reinforced fiber fabric with di-function of nonwoven fabric forming-toughening ,中国航空工业集团公司基础技术研究院,"张代军, 包建文, 刘刚, 钟翔屿, 张朋, 陈祥宝",2014-10-15,2014-10-15,2015-01-28,,https://patents.google.com/patent/CN104309235A/en,
CN-205227463-U,Smokeless lampblack absorber of domestic photodissociation environment -friendly ,北京四季春晖环保科技有限公司,秦国庆,2015-12-14,2015-12-14,2016-05-11,2016-05-11,https://patents.google.com/patent/CN205227463U/en,
CN-104593251-A,Flat-plate photobioreactor for rapid culture of microalgae ,内蒙古科技大学,"季祥, 蔡禄, 刘凯华",2014-11-09,2014-11-09,2015-05-06,,https://patents.google.com/patent/CN104593251A/en,
US-2014342443-A1,PHOTO-BIOREACTOR (Algae Greenhouse-Dry Cooling Tower) ,Donovan Dale Bohn,Donovan Dale Bohn,2013-05-17,2013-05-17,2014-11-20,,https://patents.google.com/patent/US20140342443A1/en,https://patentimages.storage.googleapis.com/e9/8a/40/0de4e964ee06c5/US20140342443A1-20141120-D00000.png
CN-206277790-U,Waste Heat Recovery and hot air type energy-saving drying control system ,大连奥特马工业有限公司,田大勇,2016-05-25,2016-05-25,2017-06-27,2017-06-27,https://patents.google.com/patent/CN206277790U/en,
CN-110127790-A,A kind of plastic printing waste circular treatment reuse means ,贵州西牛王印务有限公司,"吴兴兰, 胡益松, 钟平, 龙江, 吕文霞, 周娟, 许雪容",2019-05-16,2019-05-16,2019-08-16,,https://patents.google.com/patent/CN110127790A/en,
CN-106000265-B,The process unit and method of a kind of SO 3 sulfonated production cationic ion-exchange resin ,凯瑞环保科技股份有限公司,"刘文飞, 李运来, 郭为磊, 靳增峰, 赵美丽, 杨建波",2016-07-06,2016-07-06,2017-11-03,2017-11-03,https://patents.google.com/patent/CN106000265B/en,
KR-101914110-B1,enzyme reactor ,고려대학교 산학협력단,"김중배, 유지성, 이인선",2015-08-25,2016-08-25,2018-11-01,2018-11-01,https://patents.google.com/patent/KR101914110B1/en,https://patentimages.storage.googleapis.com/76/2e/55/02d706a671e3ae/112016082917974-pat00001.png
CN-106699712-B,Walla pa sand intermediate and preparation method thereof ,上海博志研新药物技术有限公司,"应述欢, 皮红军, 陈健",2016-12-05,2016-12-05,2019-03-01,2019-03-01,https://patents.google.com/patent/CN106699712B/en,
CN-105152861-A,Method for preparing mannitol from broomrape oligosaccharide syrup ,"中国科学院过程工程研究所, 阿拉善（中科）适用新技术研究院, 内蒙古阿拉善苁蓉集团有限责任公司","赵兵, 王丽卫, 王晓东, 赵庆生, 袁晓凡, 张金玉, 张玉",2015-09-11,2015-09-11,2015-12-16,,https://patents.google.com/patent/CN105152861A/en,
CN-105153249-A,Method for microwave extraction of lignin from flaxseed shells ,常州思宇环保材料科技有限公司,"雷春生, 高利群",2015-08-30,2015-08-30,2015-12-16,,https://patents.google.com/patent/CN105153249A/en,
CN-106148428-A,A kind of immobilized cell multibatches produces the new technique of xylitol ,河南工业大学,"王乐, 安允伟, 武大鹏, 秦昂",2015-03-23,2015-03-23,2016-11-23,,https://patents.google.com/patent/CN106148428A/en,
CN-104926915-A,"One-step method for separating pectin, chlorophyll and tigogenin in sisal pressed liquid ",陕西科技大学,"李祥, 王丽萍, 张彬, 师春兰, 豆静茹, 马倩鹤",2015-05-06,2015-05-06,2015-09-23,,https://patents.google.com/patent/CN104926915A/en,
WO-2021000542-A1,Method for preparing cellulose sponge using bean dregs ,上海清美绿色食品（集团）有限公司,"曹绍梅, 沈建华, 杨玉焕, 施利毅, 袁辉, 冯欣, 马新新",2019-07-01,2019-12-23,2021-01-07,,https://patents.google.com/patent/WO2021000542A1/en,
CN-111558363-A,Asphalt-based one-shell multi-core magnetic carbon ball and preparation method thereof ,深圳市儒碳新材料科技有限公司,不公告发明人,2020-05-30,2020-05-30,2020-08-21,,https://patents.google.com/patent/CN111558363A/en,https://patentimages.storage.googleapis.com/b5/cd/f5/56a3719133c944/200530174624.png
CN-209254423-U,Multi-tank adsorption/desorption catalyzing combustion apparatus ,廊坊市万蓝环保科技有限公司,"贾俊华, 贾超",2018-11-27,2018-11-27,2019-08-16,2019-08-16,https://patents.google.com/patent/CN209254423U/en,
CN-104945229-A,Method for producing dimethyl ether ,赛鼎工程有限公司,"曹会博, 李晓, 杨在建, 崔晓曦",2015-07-03,2015-07-03,2015-09-30,,https://patents.google.com/patent/CN104945229A/en,
CN-105368468-A,Method for raising yield and quality of lignin pyrolysis tar by acidic ionic liquid pretreatment ,安徽工业大学,"雷智平, 张凯, 水恒福, 任世彪, 王知彩",2015-12-07,2015-12-07,2016-03-02,,https://patents.google.com/patent/CN105368468A/en,
CN-103059893-A,Method for preparing mesophase pitch by utilizing electrochemical catalysis ,太原理工大学,"王保成, 张晓芸, 卫爱丽, 庞国忠, 李海英, 贾一鸣",2013-01-14,2013-01-14,2013-04-24,,https://patents.google.com/patent/CN103059893A/en,
CN-105418385-A,Device and method for extracting and separating resveratrol by using composite raw materials ,刘静,"刘静, 杨甲胜",2015-12-16,2015-12-16,2016-03-23,,https://patents.google.com/patent/CN105418385A/en,
CN-105728425-A,Synchronization technology of ensuring biomasses to be resourceful and chromium slag to be harmless by utilizing steel slag waste heat ,青岛理工大学,"张大磊, 李公伟, 郝志鹏",2016-01-19,2016-01-19,2016-07-06,,https://patents.google.com/patent/CN105728425A/en,
CN-111928512-A,Cold-hot combined multi-stage compression circulating system and control method ,四方科技集团股份有限公司,"刘进进, 张建华, 殷骏, 章波, 顾亚雷",2020-09-10,2020-09-10,2020-11-13,,https://patents.google.com/patent/CN111928512A/en,https://patentimages.storage.googleapis.com/20/d3/45/53e578db4eb1e3/HDA0002675021780000011.png
CN-105967605-A,Montmorillonite tailing ecological self-cleaning water permeable brick and manufacturing method thereof ,安徽徽明建设集团有限公司,李根固,2016-03-17,2016-03-17,2016-09-28,,https://patents.google.com/patent/CN105967605A/en,
CN-106044772-A,Comprehensive utilization method for waste gypsum and high-sulfur coal ,刘松,"刘松, 刘凡详",2016-05-25,2016-05-25,2016-10-26,,https://patents.google.com/patent/CN106044772A/en,
CN-105944674-A,Regeneration method of poisoned carbon molecular sieve ,湖州南浔展辉分子筛厂,"钱林月, 任剑英",2016-06-17,2016-06-17,2016-09-21,,https://patents.google.com/patent/CN105944674A/en,
CN-109206300-B,Method for synthesizing carvacrol by using dipentene dioxide ,江苏宏邦化工科技有限公司,"刘晓涛, 龙晋辉, 吴庆典, 张建洋",2018-10-29,2018-10-29,2021-03-16,2021-03-16,https://patents.google.com/patent/CN109206300B/en,
CN-109206299-B,Method for preparing carvacrol from dipentene dioxide ,江苏宏邦化工科技有限公司,"刘晓涛, 龙晋辉, 吴庆典, 张建洋",2018-10-29,2018-10-29,2021-03-16,2021-03-16,https://patents.google.com/patent/CN109206299B/en,
CN-105754630-A,Preparation method of coal liquefied asphalt ,"神华集团有限责任公司, 中国神华煤制油化工有限公司, 中国神华煤制油化工有限公司上海研究院","向柠, 李克健, 章序文, 程时富, 王洪学",2016-03-25,2016-03-25,2016-07-13,,https://patents.google.com/patent/CN105754630A/en,
CN-106560468-A,Production process for rubber vulcanization accelerator M ,宁夏海诚电化信息科技有限公司,"胡天忠, 裴红霞, 张晓磊",2016-06-29,2016-06-29,2017-04-12,,https://patents.google.com/patent/CN106560468A/en,
CN-109836374-B,Environment-friendly preparation method of vitamin B6 ,新发药业有限公司,"戚聿新, 李新发, 王涛, 吕强三, 于大伟",2017-11-28,2017-11-28,2020-10-30,2020-10-30,https://patents.google.com/patent/CN109836374B/en,
CN-103112968-B,Method for treating high-COD (Chemical Oxygen Demand) components in phenoxyalkanoic acid production wastewater ,山东潍坊润丰化工股份有限公司,"孙国庆, 侯永生, 张利国, 李志清, 刘强, 韩明磊, 唐丽莉, 王永申, 王友信, 田茂英, 吴清尧, 杨礼允, 吴秀改, 石金娜, 李丽, 王建霞, 赵倩倩, 谢亚姣, 胡立圆, 李建国",2013-03-01,2013-03-01,2014-09-10,2014-09-10,https://patents.google.com/patent/CN103112968B/en,
CN-105854478-A,Apparatus and method for treating exhaust gas in the production of PVC gloves ,武汉旭日华科技发展有限公司,"杨旭东, 李勇",2016-04-01,2016-04-01,2016-08-17,,https://patents.google.com/patent/CN105854478A/en,
CN-112121818-A,"Magnetic carbon-based catalyst, preparation method and application ",江苏大学,"卜权, 孔祥海, 汪梅, 龙海蓉, 毛罕平",2020-09-30,2020-09-30,2020-12-25,,https://patents.google.com/patent/CN112121818A/en,https://patentimages.storage.googleapis.com/f1/07/7b/f2ac437f78878a/HDA0002712544520000011.png
CN-103148480-B,Device and method for direct chemical-looping combustion for solid fuel ,华北电力大学,"张俊姣, 董长青, 陆强, 廖航涛",2013-03-18,2013-03-18,2015-06-24,2015-06-24,https://patents.google.com/patent/CN103148480B/en,
CN-103012403-B,Tea leaf comprehensive utilizing and deep processing method ,四川中测科技投资有限公司,"谭和平, 李怀平, 吴媛媛, 冉莉萍, 管驰, 许洋",2013-01-05,2013-01-05,2015-03-11,2015-03-11,https://patents.google.com/patent/CN103012403B/en,
CN-209060690-U,A kind of purifying processing device of methyl-silicone oil ,朱贵兴,朱贵兴,2018-09-17,2018-09-17,2019-07-05,2019-07-05,https://patents.google.com/patent/CN209060690U/en,
CN-105949253-A,Method for purifying clindamycin hydrochloride ,宁夏泰益欣生物科技有限公司,"裴立忠, 王勇平, 张鹏, 张江飞",2016-07-01,2016-07-01,2016-09-21,,https://patents.google.com/patent/CN105949253A/en,
CN-109142677-B,Research method for influence of DOM on degradation of PAHs by white rot fungi ,昆明学院,"林丽, 余绍俊, 余磊, 陈泽斌, 徐松萍, 曹富美, 黄丽, 徐胜光",2018-08-03,2018-08-03,2021-05-25,2021-05-25,https://patents.google.com/patent/CN109142677B/en,https://patentimages.storage.googleapis.com/3d/3a/05/ab11ce39a7418e/HDA0001753463550000011.png
CN-103498091-B,The preparation method of niobium ferro-titanium and niobium ferro-titanium ,包头稀土研究院,"张志宏, 王小青, 刘玉宝, 赵二雄, 张先恒, 陈国华",2013-09-27,2013-09-27,2015-11-25,2015-11-25,https://patents.google.com/patent/CN103498091B/en,
CN-105938091-A,Portable soil respiration measuring system ,北京易科泰生态技术有限公司,于长青,2016-07-13,2016-07-13,2016-09-14,,https://patents.google.com/patent/CN105938091A/en,
CA-3138179-A1,Building emission processing and/or sequestration systems and methods ,"Nextwatts, Inc., William A. Fuglevand, Alfred T. Volberding, Carbonquest, Inc.","William A. Fuglevand, Alfred T. Volberding",2019-04-29,2020-04-29,2020-11-05,,https://patents.google.com/patent/CA3138179A1/en,
CN-115608120-A,Low-cost flue gas carbon capture and comprehensive utilization integrated method and system ,南开大学,"王建友, 何文森, 赵飞",2022-09-27,2022-09-27,2023-01-17,,https://patents.google.com/patent/CN115608120A/en,https://patentimages.storage.googleapis.com/26/ef/52/cc07d70631eb19/HDA0003866407920000011.png
